# Release-world tree GROUND PROFILES: how far the ground rises, in decimetres, at
# 16.0 m from each authored tree seat along each of 8 compass bearings.
#
# WHAT IT IS FOR: laying a felled log along the terrain with NO runtime terrain
# query. The game server has no collision mesh for the island it drops the trunk
# onto, so the slope it needs is baked here, ahead of time, one signed byte per
# seat per bearing. Read the bearings either side of the fall heading and tilt.
# The value is the SMALLEST rise for which a straight log line from the seat
# clears every sampled ground point along that bearing - it rests on the high
# side, it does not average.
#
# GENERATED by tools/world-import/generate-tree-ground-profiles.py from
# docs/research/world-data/island-surfaces/ and release-tree-placements.json.
# Regenerate it; do not hand-edit it.
#
# Covered 251 islands, 13266 seats. Skipped 1 islands (0 seats) with no authored
# seats or no extracted surface.
# schema 1 reach 16.0 bearings 8 corridor 4.0 deck 6.0 min-t 8.0 unknown -128
# Bearing 0 is +Z (island-local); each step is +45 degrees towards +X.
# '@' starts an island: '@ <workshopId> <seatCount>'. Then one line per seat, in
# release-tree-placements.json order: 8 signed decimetre integers, space separated.
@ 650186469 60
6 28 15 0 15 10 -128 3
0 0 1 -1 0 0 0 0
-10 -12 0 5 3 -7 -6 -9
-2 -15 -9 1 1 -4 4 6
-3 -5 19 21 37 19 -2 -3
-16 -16 -14 14 24 23 24 5
-6 0 2 2 2 -3 -9 -26
-3 1 6 16 19 -2 -2 -5
4 2 -1 -1 0 -1 1 3
-23 -21 -2 21 27 24 25 -10
0 0 0 0 0 -1 0 -1
1 -6 -11 -10 0 4 6 5
-7 1 4 2 -1 -26 -128 -30
-23 5 11 9 2 -128 -128 -128
5 4 2 -11 -25 -25 1 2
-26 -25 -6 25 45 31 23 -15
-3 -21 -12 -5 0 3 5 2
1 4 5 3 0 36 -128 36
0 0 0 0 0 -1 -1 0
6 4 0 -21 -28 -28 -9 1
0 -1 5 0 0 0 0 0
-5 -63 -38 -128 4 20 28 10
-1 -1 0 0 0 -1 -1 -1
0 -1 0 0 1 2 2 1
-128 -128 -128 -1 30 30 32 -30
-13 -128 -128 -128 2 7 10 2
-1 -4 1 5 1 1 1 1
-1 -2 -1 -2 6 19 10 0
2 2 -2 -2 0 0 1 1
-5 -7 -3 -2 0 -1 0 -5
-5 -7 -2 0 2 2 1 -1
-56 -48 -11 14 24 19 -128 -21
49 3 3 -20 -111 -109 -19 -128
6 0 -2 -3 4 5 10 10
-1 -3 -2 1 3 1 -1 -1
-7 1 8 14 -128 86 12 -30
-6 -128 -1 -5 -14 -8 0 -2
7 -2 -4 -3 -6 -15 2 5
2 8 8 3 -2 -1 0 0
2 2 12 8 0 -3 -2 -3
-2 -1 20 33 29 0 -1 -2
@ 1545967168 60
3 10 15 11 1 -20 -66 -61
0 -8 -36 -61 -1 1 3 1
85 72 10 0 -3 3 28 96
0 -2 -1 9 6 -7 -8 -5
53 32 8 -4 -28 -4 4 37
-128 -128 -128 -128 0 49 0 -128
31 46 37 -8 -34 -128 -79 -26
93 45 14 -11 -71 -128 -56 69
-15 -19 -27 -38 6 58 51 5
-25 0 38 33 0 -60 -71 -128
27 46 51 30 -15 -35 -26 -14
6 -128 -103 -68 6 4 9 14
58 -55 -128 -37 12 70 -128 73
-6 -48 -48 -69 -72 -19 3 -5
29 -38 -68 -128 -80 0 44 38
20 -128 -76 -62 -27 -12 41 21
-80 -128 9 29 22 9 -26 -128
1 -128 -128 -128 0 -128 -72 -128
2 25 -12 -83 -128 -85 -128 61
41 78 114 -128 58 1 -8 -32
66 -9 -56 -128 -56 -13 19 64
18 22 0 -71 -128 -128 -40 -27
-14 -128 -128 -128 -128 3 9 -128
34 -18 -28 -36 -9 -128 -128 44
33 -128 34 28 -19 -72 -31 -1
-9 25 26 57 83 -128 54 -8
-12 6 4 -6 -8 -22 -128 -128
-52 -42 29 65 45 5 -14 -52
-31 22 30 2 3 1 -6 -31
-69 0 64 -128 0 -128 -128 -128
23 5 28 1 11 -15 -20 -6
-16 -128 -82 -128 11 12 -128 81
64 7 -42 -47 -16 25 62 60
-47 -29 21 12 30 38 21 -16
-14 -38 3 -25 -1 5 4 -11
-22 -31 -10 23 34 29 13 -42
10 63 66 49 65 25 2 -9
-43 10 -128 -128 -128 25 26 -20
-2 30 47 -16 12 -28 -1 -1
-59 -32 11 35 76 48 3 -34
-14 6 8 -128 -128 -128 -128 -128
103 7 -27 -32 -7 38 79 97
67 65 65 39 -28 -50 -21 5
-1 -3 -2 -1 0 -5 -7 -5
-88 -54 -15 7 29 21 13 -11
14 -18 -71 -78 -32 5 41 44
78 -30 31 62 80 61 -29 -3
-46 17 27 -128 27 -2 -1 -128
-58 -54 -24 8 8 6 -12 -38
-24 -40 -57 -69 21 53 30 8
7 52 64 24 -21 -21 -10 -3
15 -128 69 -128 0 -128 -50 0
3 -11 -1 14 12 3 -4 -3
-10 0 -1 -49 -128 -128 -128 -128
73 22 -23 -73 -128 -60 37 69
56 49 21 7 6 0 22 41
54 -128 -128 -128 -128 -128 -128 -128
-62 -128 -33 -128 45 -128 68 -53
41 18 -53 -58 -42 48 79 75
12 9 21 9 7 44 44 29
@ 1547614073 56
-128 -128 62 -128 -128 -128 -37 -128
5 31 57 -31 -2 -3 -2 -2
2 -3 0 10 9 5 8 4
16 2 0 0 0 0 1 6
-89 -37 -3 -4 74 84 -128 -84
-128 -128 -128 -2 2 3 3 1
-3 10 -5 3 9 -128 27 -6
11 53 1 2 15 -128 -128 11
-128 -128 -128 0 2 3 2 -128
0 0 -16 -128 -128 -128 -128 -128
59 7 -8 -128 -66 -6 -1 19
-33 -128 -3 -3 -2 27 73 6
1 -3 -6 2 24 28 29 -1
5 -20 -16 -17 7 7 -128 -12
-128 -128 -128 -128 -11 -128 39 4
0 -128 -128 -128 -128 1 6 -128
4 11 0 25 44 -128 19 49
-8 -12 9 6 -128 -23 -24 -128
14 4 7 -13 -114 -128 -114 -21
42 1 7 2 -14 -128 -128 -128
-128 -128 118 -8 -3 -1 1 95
47 35 -128 -128 -32 -128 -128 -128
-1 -8 -14 -128 -4 -1 0 -1
-25 -29 -23 -17 -41 -21 -12 17
-2 0 3 -128 -128 72 45 37
2 -16 14 -16 28 12 5 8
-21 14 42 39 6 16 -22 -29
-128 1 5 -128 -128 -128 14 6
-6 1 21 58 63 60 -128 64
-9 -3 21 -128 35 -4 2 -30
32 6 26 12 8 5 21 -128
1 -3 -2 -21 -128 -18 0 -1
27 14 18 -128 -128 23 -1 -128
-3 -2 -13 -37 1 56 -10 -1
3 -10 -5 1 8 -17 -9 -2
19 20 -128 -1 -1 -5 4 -128
14 -5 -13 -128 -128 -17 15 13
-5 -12 -1 0 0 -1 1 -1
-51 6 48 74 54 2 -51 -75
13 -8 -10 -128 -128 -128 3 13
86 1 7 6 8 29 -128 81
-7 -128 -128 -128 -128 8 -9 -10
-5 2 12 22 11 8 -2 -11
-128 4 15 8 15 5 1 -128
60 -2 1 5 1 6 0 -6
-4 -1 1 61 0 2 -5 -128
1 7 38 22 36 -2 -12 -16
12 -128 -128 -128 -128 -128 -128 -128
-128 -128 7 -5 12 10 10 -128
33 -4 -3 7 22 -128 -128 -128
-128 -128 17 0 0 8 6 3
1 1 1 2 2 6 1 -1
-11 -2 0 111 117 12 8 -128
76 12 -31 -23 9 96 -128 78
3 2 0 0 0 -3 4 -12
-128 5 16 4 15 0 -128 -128
@ 1551180239 60
-51 -105 -28 -30 -23 41 -128 34
4 0 16 3 5 4 15 40
6 28 -9 -28 8 66 -7 -14
1 2 9 1 8 52 -6 3
18 13 -28 -33 11 39 41 21
-128 -128 -11 45 16 49 -55 -31
20 -16 31 74 79 38 33 -128
-128 81 64 -128 -46 35 48 -128
30 43 0 0 15 0 -59 0
-26 20 83 -128 -128 -8 -9 -8
-128 -5 -128 -128 -128 -128 -128 -128
-62 -42 -15 0 9 5 3 -32
-11 -39 -21 -22 -79 -46 1 -39
-57 -60 25 -2 17 4 4 -128
-18 28 30 46 20 -24 -44 -27
46 36 -12 -49 -34 -4 20 48
-39 34 14 51 5 53 40 -128
63 55 27 -24 -68 -18 27 49
7 0 0 3 3 0 0 3
-27 4 2 -4 -2 0 -35 -47
11 -20 -38 -16 20 30 19 2
-2 -1 22 12 7 1 8 -1
-128 -128 -50 -58 -36 -40 -18 -128
-43 -51 -14 -15 -35 -128 -62 -7
-41 0 -13 -45 0 11 0 -50
-11 -50 -18 -18 7 7 20 2
0 -128 23 -128 77 -128 43 0
34 9 15 -7 -11 -3 5 37
-35 -8 40 54 47 40 -5 -38
8 7 26 21 -14 -128 -128 -3
-10 34 57 40 -1 -37 -54 -36
8 -13 37 -2 -20 -64 -34 -4
-10 27 38 26 7 -11 -18 -33
52 10 -35 -55 -13 9 19 41
7 3 1 -1 9 0 8 1
46 23 -29 -25 -128 64 21 -11
4 25 4 -128 -128 -36 -128 -96
-128 86 92 54 44 -6 -38 54
-39 -67 -67 -6 39 95 101 96
25 2 7 -3 1 -4 -1 -2
-11 -128 -128 -128 -24 -128 -128 11
-71 -5 47 59 28 7 -26 -69
57 -19 2 -8 4 -21 57 -128
2 -20 -11 -1 38 -3 -4 -10
-6 4 41 76 42 -128 -128 -46
7 -18 -7 21 4 7 77 4
11 5 3 2 -11 38 -4 6
43 36 36 65 46 48 27 26
-128 -128 -42 -5 -32 -128 -128 -11
6 5 3 1 -3 -1 0 4
-5 -8 0 0 37 24 28 53
32 -3 67 27 32 74 -44 57
71 74 33 -5 -44 -108 -62 34
-1 32 64 81 54 14 -22 -26
-9 -10 -13 -11 27 32 14 -24
-128 -128 -8 19 17 55 50 -128
34 -128 87 79 54 29 -74 18
-92 -51 0 -45 -11 0 -128 -128
-128 -49 8 -48 -25 -31 -128 -128
18 58 63 -29 7 77 -128 -128
@ 1552385745 60
41 20 22 26 25 37 -8 13
26 5 -15 -17 0 -7 -5 15
-6 11 26 13 11 -7 -6 -16
-128 -71 -16 -74 -128 -128 27 23
-19 -15 -86 -128 -128 -74 -3 -24
-6 23 29 28 56 25 -4 -50
30 43 41 0 -30 -20 -4 22
21 64 16 -31 -24 22 17 36
106 100 -128 40 55 67 -128 61
18 -128 22 -128 -128 -128 10 -128
-128 -128 -128 6 -128 -128 -128 -128
58 17 12 -14 72 58 49 41
-27 -128 20 0 53 29 -9 -35
-128 -128 -128 -128 -4 -64 62 -128
25 -17 -21 -4 27 33 36 27
15 35 42 8 -9 -7 15 -8
5 7 12 -10 -19 -3 -16 -36
-9 -25 44 -47 -73 -86 -22 -16
-44 20 67 16 -27 -61 -35 -29
15 -48 -19 -2 5 4 14 23
64 58 6 24 -16 -19 -19 35
-16 -51 64 -43 -67 -128 -43 -8
-46 -30 -8 15 7 18 33 -26
-25 -44 0 23 32 52 55 -1
38 2 -1 6 17 3 5 -128
21 8 -6 -128 -128 -10 -1 15
-128 -128 -128 -6 -15 -128 -128 -128
26 -20 -14 -14 -16 -34 -44 7
-53 -35 -23 -11 -9 -34 -30 -49
-3 -24 14 42 46 41 17 16
-42 -24 -7 11 55 11 -35 -58
37 37 18 23 37 37 2 6
37 31 -1 57 78 62 26 -9
-39 -51 -23 -16 18 1 0 -24
3 -26 -4 14 15 26 52 -7
66 -128 66 7 17 28 38 62
35 35 42 72 99 66 12 7
16 14 19 -128 -128 -128 18 -6
37 4 -2 35 49 40 17 7
-77 -85 -23 5 -13 -29 -29 -34
-39 32 37 9 -3 -60 -89 -128
8 -5 -11 -30 -6 16 28 13
-15 -34 -14 9 24 1 -24 -10
-3 0 13 16 12 7 14 6
-69 -128 -128 -16 -14 -12 4 -54
8 -36 -128 -128 -128 24 48 37
-79 -9 -3 0 5 22 23 -2
104 102 26 21 41 3 -9 -13
21 -65 -77 -74 -48 -112 -53 -17
28 6 11 -7 5 9 20 26
-64 -3 25 47 64 86 52 -26
-15 -55 -65 -72 -42 -49 -128 -14
4 1 9 17 34 59 49 11
39 8 -10 -4 23 -1 2 9
8 -16 -4 66 13 13 14 0
-38 -128 24 -28 -82 -128 -43 -15
-2 13 13 12 0 -34 -37 -46
-19 3 8 38 7 -33 -21 -17
-1 -5 -20 -7 12 14 18 40
-18 31 31 -11 -15 -12 -58 -54
@ 1553975919 60
6 -3 -3 -2 -2 -4 -2 -6
-6 2 -1 -15 5 8 8 -8
-14 -19 -5 21 42 66 43 0
-22 -16 -1 1 7 8 9 -4
-50 7 31 46 60 7 -21 -80
1 8 10 8 18 -3 6 0
-8 -5 8 43 40 11 -4 -11
-3 16 25 71 38 24 7 0
16 -29 -29 -50 -32 11 17 24
10 9 6 -3 -34 -128 -95 16
-69 -53 4 23 35 49 2 -50
-128 -128 -6 29 69 36 1 -128
10 37 49 60 61 -128 -128 53
2 4 6 6 2 -4 -2 1
52 15 2 -7 -8 -7 15 49
1 65 51 19 -27 16 9 -13
-5 -6 -5 -5 7 14 16 -1
-4 -128 28 38 17 -8 10 8
-60 -49 -51 5 54 51 -49 -128
32 30 35 41 43 15 -15 11
-19 -21 -12 -16 -27 -19 12 5
-12 -42 -43 -26 25 74 72 30
1 18 26 23 13 -24 -128 -89
21 -10 -10 -27 -8 2 5 20
5 4 5 -10 -64 -11 6 4
-2 0 -1 -10 -2 -51 -42 -23
1 4 14 4 -1 -1 0 -1
49 -128 -45 -34 -22 -27 4 29
6 -60 -12 -6 14 -7 -9 4
-72 -35 -85 -67 3 15 34 -56
11 10 10 6 -2 0 6 3
31 27 14 4 -14 -65 -40 -11
75 19 7 76 88 88 72 74
-11 -17 -18 -29 -11 -35 -35 4
18 -21 -31 -23 14 41 43 19
-5 -14 -8 3 8 2 2 -6
82 82 -69 -128 -69 -18 9 21
6 11 54 26 0 -29 -16 -1
0 -128 1 12 -8 -63 0 -1
-14 -25 -11 11 30 31 5 -29
27 16 6 -1 -5 -11 -9 7
-9 3 3 12 42 17 -17 -13
21 42 16 -12 21 65 75 61
3 -3 1 2 6 2 -4 -1
8 24 26 13 3 0 -4 -2
6 21 47 -13 -65 -38 -40 -54
-128 -128 4 -7 -9 -10 11 24
2 6 -3 2 21 1 -6 -6
-3 -6 0 -1 13 11 31 19
20 8 3 2 0 -2 -3 4
1 -3 -2 -10 -6 -3 -1 -3
56 -4 -16 15 31 46 21 53
13 9 12 -6 -128 1 16 9
17 21 5 -3 -1 -4 12 11
5 5 1 -4 1 -1 1 0
10 -39 -30 10 2 4 62 55
-9 -17 -13 -6 13 7 2 -2
10 54 -128 -128 26 -21 -16 -16
-128 -128 -128 13 14 16 17 -11
-5 -4 7 4 0 -10 -16 -12
@ 1555164497 60
-2 -1 1 0 1 0 -1 -4
1 4 3 1 1 1 2 1
15 12 12 3 -15 -128 -128 10
-1 -2 -1 2 4 1 0 -1
1 1 0 -2 1 0 2 1
0 -1 -2 -2 0 0 3 1
-51 10 9 -55 -35 -128 11 -25
3 -8 -5 -7 -1 15 51 18
-36 -40 -30 5 64 55 17 -32
-4 -5 -4 -5 -5 -1 -1 -2
-2 1 4 2 1 1 2 1
16 11 1 -6 -6 -4 3 13
8 11 13 3 -12 -128 -80 -19
12 11 -15 -68 -15 9 13 10
-32 15 53 64 36 15 13 -43
-2 3 33 15 2 -2 -1 -2
-3 -7 -6 -6 11 54 43 15
-13 -8 1 44 55 42 3 -11
3 3 2 2 2 -1 0 0
5 9 -37 -44 -31 4 6 8
80 -5 -17 -19 -10 1 48 75
18 -128 40 10 -2 -6 -1 -11
0 -1 -1 1 2 0 1 0
23 -5 -7 -8 -28 -6 16 25
13 2 0 4 35 1 -22 -11
5 0 3 47 108 48 31 6
-3 -2 3 9 5 2 0 -1
0 -3 -3 1 -3 -12 -5 1
-48 -128 -128 -29 17 2 -4 -18
44 36 3 -24 -102 -128 -128 -21
-1 -27 -5 -1 3 2 2 -2
-46 -51 -54 4 -1 5 2 -65
9 -35 -3 -10 -6 -6 -1 -8
41 40 33 -5 -6 -8 -11 -2
3 2 -96 -49 46 37 2 -23
-4 -6 -1 -7 0 -4 -7 -8
12 0 22 8 -128 -128 -128 -128
-128 -11 19 22 25 19 -7 -109
2 1 1 -1 -1 -1 1 2
6 4 -1 -6 -6 -6 7 0
12 30 67 -128 104 78 62 66
-2 -4 -2 -1 3 4 4 0
3 2 2 1 -1 -2 -1 2
6 17 15 6 8 23 -12 -29
-5 -7 -4 0 -4 -8 -5 -1
-128 -28 -4 -2 2 8 -8 -84
7 1 2 1 0 -1 -1 2
77 81 107 101 108 -128 -128 21
16 2 0 0 6 5 3 10
1 54 -3 -67 -35 74 101 43
-128 -128 -128 -128 -12 -40 -55 63
-66 -128 -29 -10 1 2 10 -8
21 22 47 35 9 -10 -34 -41
4 -4 -1 0 5 5 8 1
101 96 -128 -31 -35 -7 28 -128
1 -3 1 9 4 0 0 -3
11 30 12 -66 -62 -58 0 -1
5 9 7 -3 -1 0 2 1
-5 -1 10 17 46 3 -14 -9
-1 10 16 21 9 -4 -6 -8
@ 1568251480 60
10 -21 27 -128 27 28 45 37
33 7 1 -7 -5 0 26 40
34 6 20 38 38 -10 12 -21
-8 7 7 24 39 55 58 -10
9 -128 -54 5 14 27 32 23
2 6 7 13 10 22 -2 -8
-13 -128 41 40 32 -14 -14 -17
11 6 10 -4 2 24 19 15
28 25 13 -2 1 3 -2 2
-19 -32 -19 -60 -67 0 14 -1
89 -7 40 65 1 60 80 84
35 35 8 -7 -53 -98 -55 36
9 7 13 17 3 -8 7 1
24 -5 -2 23 46 16 16 13
16 16 21 5 -5 -7 25 23
51 31 20 -8 -48 -83 -58 38
8 3 -4 -59 -128 -10 1 7
-3 7 12 -2 1 -28 -37 -28
-15 3 8 14 13 -39 -128 -43
-1 28 3 19 -128 59 -3 -2
-3 80 -128 -128 16 57 94 97
-32 -12 48 72 -128 -63 -25 -25
0 -7 -1 -7 -10 -1 -6 0
-1 23 25 3 -128 -128 -128 16
-11 -10 6 -23 -31 -34 -9 -7
13 17 16 0 13 0 0 -8
53 85 -128 -128 -128 -49 -27 0
-22 -7 2 15 39 64 1 -54
8 6 4 -5 -4 4 15 14
4 -1 1 -5 -5 -3 7 4
-17 -64 -24 -1 6 -15 2 9
1 75 6 5 19 33 35 -1
19 54 67 -128 85 -42 42 81
30 50 41 10 -9 -1 18 53
-10 -128 -55 -128 -10 -48 -36 -30
31 28 57 62 36 5 10 16
-82 -58 -53 -128 38 28 -128 -17
17 3 17 2 -2 -17 -3 10
-4 104 110 -128 114 1 18 42
-128 -128 -128 3 7 3 -7 -128
14 -10 -12 -51 7 8 11 11
-12 3 3 -14 -11 -13 17 -128
-128 87 -5 -17 -41 -128 16 -128
60 -128 -128 -128 -128 -27 -28 19
25 0 38 9 18 0 -83 0
-14 -128 -48 -128 -128 -128 -32 0
9 -10 -7 -24 -17 -13 7 9
13 -7 20 13 20 15 14 11
17 -128 1 46 33 56 -128 30
-7 63 57 17 18 -128 -128 -128
-128 -128 -31 12 22 5 -14 -128
-42 -49 20 48 34 -59 -128 -128
-16 -34 -30 -36 16 18 28 27
-13 -22 -8 -12 -12 -18 8 1
17 12 8 -128 -128 -9 18 18
-53 -8 22 46 45 -34 -45 -68
-4 -11 -9 -3 2 -13 -4 0
60 23 28 28 50 35 58 32
-3 -6 10 -5 -66 -128 -128 -29
-26 -128 -59 -16 4 43 48 39
@ 1581621014 59
38 38 20 -8 -33 -45 -22 11
21 41 49 24 0 -11 -17 5
12 2 4 5 0 -1 1 21
16 5 0 -14 -15 0 40 68
17 3 -24 -50 -61 -27 10 10
-128 -128 -128 -128 -128 9 7 8
-1 -8 0 23 -1 2 10 15
3 20 34 18 3 0 -59 -75
20 -5 -14 -25 -16 -5 16 26
15 -4 2 -4 -8 -61 -75 -52
-32 -30 8 24 28 2 2 -20
-32 -17 13 11 18 -24 -47 -70
6 11 -2 0 2 -18 -10 -5
-26 -38 -25 -10 15 21 15 -17
-50 -50 -13 37 49 31 -8 -59
-11 -21 -9 -4 19 19 13 9
-4 -2 10 2 -8 -21 -35 -21
49 30 -37 -35 -24 0 22 53
53 48 24 6 -7 -16 19 39
36 24 24 -19 -42 -28 12 22
26 17 5 -15 -31 -33 -18 7
15 21 21 2 11 -7 -7 -1
-2 10 16 12 26 21 10 -2
-32 -19 8 29 34 18 -53 -62
31 11 12 2 0 -7 4 22
21 15 4 -21 -31 -40 -17 0
32 26 2 -24 -23 -16 -29 -8
15 15 7 -8 -12 -8 -2 -2
5 -12 -20 -30 -11 6 27 12
-15 -42 -42 -5 23 28 18 -1
5 -16 -11 -25 -46 -66 -15 2
-14 -6 -7 3 9 -3 -6 -28
7 -4 -10 -50 -7 -45 -35 -23
9 -13 -21 -24 3 9 20 12
10 7 7 7 1 -5 7 9
4 -1 -12 -10 -13 4 13 1
1 -4 -2 9 11 14 21 24
27 61 63 39 11 0 22 17
30 0 -35 -69 -42 -20 37 37
19 5 -4 -7 -10 -12 12 22
71 84 50 32 -29 -50 -34 34
2 1 40 17 10 6 -3 4
28 21 7 -64 -102 -54 7 24
94 -5 -13 -10 63 74 -128 -128
4 6 19 -2 4 -8 4 -4
-2 25 51 43 17 9 -17 -22
17 -1 -14 -26 -35 -27 9 19
-16 -29 -18 -6 15 5 28 10
-34 -17 13 39 52 35 11 -19
-1 1 18 11 9 -3 -3 -8
11 3 15 24 16 8 9 7
-9 -8 16 24 17 -24 -26 -26
14 51 49 62 21 -9 1 -1
-11 -14 8 38 51 39 17 -5
-26 -22 20 43 45 4 -10 -16
4 34 -6 -50 -106 -53 -34 -44
-27 -15 9 14 22 9 -34 -55
11 -1 -6 -13 -1 -15 -15 12
15 -19 -50 -51 -9 7 16 28
@ 1588830199 44
-128 -128 0 9 12 12 -128 -128
0 1 -2 92 -128 -128 11 2
-4 -13 -9 2 86 84 77 -10
-55 -9 -3 6 20 -17 0 -128
5 1 -2 -14 -128 -6 -3 2
17 -14 -1 0 -1 -8 -9 -11
-6 3 3 3 1 -7 -11 -9
27 -128 -128 -128 27 -8 -6 3
-3 -7 -2 -30 -128 14 17 15
23 -2 -128 -128 -128 8 -128 -128
29 6 5 5 0 -128 -128 23
-30 -27 -28 78 94 85 62 -2
33 -128 -128 -128 3 42 -128 71
-20 -18 -13 -22 -56 -128 -128 -128
-128 -128 -128 -128 -5 -43 -26 5
-128 61 0 -12 -8 18 -128 -128
0 -3 2 13 -128 23 24 0
-27 -25 -10 72 -128 -128 -128 5
-32 -4 -9 9 -6 -128 -128 -128
-20 -14 -19 -13 37 45 -8 -77
4 1 2 -1 3 -1 -128 4
-128 -128 38 9 -2 -4 -15 -128
4 40 45 39 -4 -3 -7 2
22 15 3 -128 38 -10 7 13
46 31 10 7 10 25 46 -128
-128 27 -26 -3 -2 0 1 25
28 38 1 -12 -6 -15 4 -5
-38 -20 -31 65 45 -13 -7 -34
3 19 8 0 51 84 40 -2
6 15 9 -9 -5 -128 -128 -25
64 -128 63 40 -20 -6 15 0
2 2 3 3 4 5 3 -2
33 -128 -3 -2 0 -3 2 -1
38 -1 26 -17 -81 -58 14 13
27 -128 -128 17 -3 -2 -4 -12
16 19 18 -128 -128 -11 19 8
69 57 40 -23 -17 -11 -8 8
-13 54 57 75 -128 11 -37 -54
6 -128 -128 -128 -128 2 2 7
42 -128 -128 0 -15 -12 -19 0
0 -48 -128 35 72 84 89 -128
-1 -8 -128 -128 -39 -3 -7 -6
-5 -128 -5 -2 1 1 0 0
55 -128 66 26 2 8 1 5
@ 1589624536 60
25 78 71 43 13 -25 -10 -10
58 54 58 29 18 -3 35 44
15 -4 13 22 21 -1 -8 5
13 7 1 9 31 40 42 15
16 16 20 3 -8 -20 -7 9
-37 -50 -31 44 7 -45 -47 -24
19 8 15 3 2 35 28 7
15 19 33 -18 -23 -7 -18 5
-18 -43 -53 -39 6 28 27 5
-18 -23 -10 40 58 44 7 -11
8 -16 -17 -128 -128 38 53 -128
41 0 2 -128 -128 -128 52 -128
-46 -24 2 58 109 51 55 -28
-7 7 19 8 0 -7 -11 -14
-27 -128 -128 -47 -1 -44 -30 -44
-27 -37 -29 -11 15 7 25 2
32 -16 -16 -1 3 3 49 45
17 3 -15 -13 -15 -57 -68 -53
0 21 46 40 0 -52 -55 -63
4 62 55 41 0 -45 -49 0
-42 -44 -21 -13 15 15 4 -33
-59 8 30 48 29 0 -42 -75
-30 -44 -34 -8 12 21 16 -14
-9 -16 -7 6 9 -1 13 16
-7 -14 -18 3 30 25 6 -3
-4 0 15 21 36 32 68 -13
-19 12 -15 -41 -4 -16 -68 -128
-3 47 62 46 -54 -58 -25 -25
18 7 -5 -70 -128 -75 17 39
-28 -2 13 19 18 14 -1 -30
-5 26 37 14 -8 -27 -37 -33
-18 -16 -14 -1 6 1 -11 -17
16 -45 -52 5 15 8 6 -1
-18 16 41 45 46 10 -128 -65
27 11 -5 -24 -128 -128 -1 30
4 7 18 -13 -36 -128 -21 -1
8 32 44 11 -4 -27 -27 -23
20 44 50 43 21 -32 -61 -12
50 -128 59 33 13 13 4 25
-4 -35 -38 -46 0 55 57 25
16 14 5 -22 -42 -24 10 14
-26 -76 -40 -25 42 32 3 7
-34 -34 4 -2 -2 61 43 -1
-32 -57 -38 8 65 85 67 2
-16 -19 -2 16 24 16 4 -14
2 49 6 -14 -15 -32 -31 -41
-24 -21 -1 4 9 8 9 -20
-35 -19 21 36 31 10 -15 -30
-7 -5 7 3 -12 -55 -36 -44
-31 -34 17 33 37 24 22 -11
8 15 21 12 5 -10 -14 -9
18 -7 -2 -9 27 -128 -128 31
-3 17 17 -34 -63 -91 -12 -7
14 33 31 8 18 52 35 -4
-30 -28 -6 8 27 15 16 -18
-10 -28 -34 -29 27 37 35 13
2 6 18 30 35 -1 -2 -1
-14 -12 -1 72 -128 -128 48 -4
14 -14 -16 -13 -5 -10 -1 17
73 82 55 -15 -8 -11 8 8
@ 1614600945 19
31 5 21 -128 -9 -128 8 -128
3 18 24 1 -5 1 -15 -11
1 64 -128 -128 -25 -21 0 -128
-9 -16 2 2 3 -16 -17 -128
53 21 -128 -128 -128 -128 -128 -128
-16 -128 -5 -22 -5 -128 -128 -128
-13 -128 -128 -128 -47 -29 -10 -26
7 23 15 -6 22 0 -7 -128
-128 -128 16 26 0 -128 -128 53
106 -128 -128 69 3 -128 -2 4
-30 -96 -101 7 38 6 9 5
-128 5 -22 6 -128 -128 25 -29
37 64 59 -19 -22 -5 14 7
0 -37 -59 -87 -5 46 49 16
-31 -57 -4 35 26 -6 9 8
-128 -128 64 -5 15 -128 15 10
-15 41 43 65 -128 -22 9 92
72 -128 -128 -128 47 35 33 53
61 20 22 18 1 15 7 58
@ 1629179916 20
16 14 8 -9 -36 -44 -33 4
5 1 3 -1 -4 -19 -6 5
28 44 35 10 -128 -128 -128 11
22 37 48 36 2 -21 -15 3
29 9 -11 -33 -16 -24 2 28
-19 -15 10 17 14 15 0 -26
9 24 17 4 0 -128 -128 -128
25 10 3 -1 6 3 11 15
26 -25 -39 -29 -5 15 33 24
1 2 7 2 2 2 3 3
-6 -5 6 2 2 0 0 0
-128 -128 -18 -2 20 51 55 7
0 11 4 7 0 -128 -128 -128
-5 -128 -21 -17 14 2 -1 -2
-1 -8 -5 1 2 -3 1 -1
-3 1 -1 -9 -7 -58 -128 -128
-20 -19 -5 -7 -8 -6 -6 -13
7 18 21 20 -2 -14 -22 -20
-128 -128 -128 26 35 40 20 0
-8 2 32 34 -12 -128 -128 -22
@ 1629338272 60
-17 -14 -22 -27 -11 -29 -6 -33
100 87 49 55 52 10 26 73
-38 0 0 0 40 0 -7 -128
13 8 34 20 -20 -44 -37 -10
-109 -128 -82 -66 -45 0 27 -31
10 7 30 43 13 -28 9 9
-12 15 48 -16 26 25 26 -41
36 -32 -50 -69 14 -21 22 55
69 37 55 -34 -40 -5 71 -128
35 69 109 61 -10 -23 -33 -26
-28 -8 10 10 30 37 20 -18
72 -128 72 -128 0 -65 1 28
-128 -128 -75 -26 -5 -50 -98 -73
